"02 Legislatura","SPAGNA Alessandro"
"02 Legislatura","SPAGNOLLI Giovanni"
"02 Legislatura","SPALLICCI Aldo"
"02 Legislatura","SPALLINO Lorenzo"
"02 Legislatura","SPANO Velio"
"02 Legislatura","SPASARI Tommaso"
"02 Legislatura","SPEZZANO Francesco"
"02 Legislatura","STAGNO Carlo"
"02 Legislatura","STURZO Luigi"
"02 Legislatura","TADDEI Leonetto"
"02 Legislatura","TARTUFOLI Amor"
"02 Legislatura","TERRACINI Umberto"
"02 Legislatura","TERRAGNI Attilio"
"02 Legislatura","TERRAGNI Giuseppe"
"02 Legislatura","TESSITORI Tiziano"
"02 Legislatura","TIBALDI Ettore"
"02 Legislatura","TIRABASSI Angelo Donato"
"02 Legislatura","TOME' Zefferino"
"02 Legislatura","TOSELLI Antonio"
"02 Legislatura","TRABUCCHI Giuseppe"
"02 Legislatura","TRIGONA DELLA FLORESTA Ferdinando"
"02 Legislatura","TRIPEPI Domenico"
"02 Legislatura","TUPINI Umberto"
"02 Legislatura","TURANI Daniele"
"02 Legislatura","TURCHI Francesco"
"02 Legislatura","VACCARO Nicola"
"02 Legislatura","VALENZI Maurizio"
"02 Legislatura","VALMARANA Giustino"
"02 Legislatura","VANONI Ezio"
"02 Legislatura","VARALDO Franco"
"02 Legislatura","VOCCOLI Odoardo"
"02 Legislatura","ZAGAMI Leopoldo"
"02 Legislatura","ZANE Francesco"
"02 Legislatura","ZANOTTI BIANCO Umberto"
"02 Legislatura","ZELIOLI LANZINI Ennio"
"02 Legislatura","ZOLI Adone"
"02 Legislatura","ZOTTA Mario"
"02 Legislatura","ZUCCA Vincenzo"
"02 Legislatura","ZUGARO DE MATTEIS Giuseppe"
"03 Legislatura","AIMONI Teodosio"
"03 Legislatura","ALBERTI Giuseppe"
"03 Legislatura","AMIGONI Pietro"
"03 Legislatura","ANGELILLI Ugo"
"03 Legislatura","ANGELINI Armando"
"03 Legislatura","ANGELINI Cesare"
"03 Legislatura","ANGELINI Nicola"
